pulse_id,alice_x,alice_p,bob_measured_quadrature,alice_value_for_bob_basis,bob_value,used_for_parameter_estimation
45,0.4373771934580259,-1.9886702169902388,P,-1.9886702169902388,-2.4303624374292054,True
46,1.7428575558963797,1.320885133096874,X,1.7428575558963797,2.310364788816187,False
47,0.44719109754936454,0.9958458685387572,P,0.9958458685387572,0.9299544933714123,False
48,1.3578271261437898,0.20451331929483155,P,0.20451331929483155,1.409603023664762,False
49,0.13515813897778292,-2.24591409821426,X,0.13515813897778292,-0.3015545063083641,True
50,0.5782387973799683,1.5337345866581216,P,1.5337345866581216,2.0228245411476187,False
51,1.2625764516770808,-2.449409555301081,X,1.2625764516770808,0.581092539652502,False
52,-2.914311639711333,2.3178991647537996,P,2.3178991647537996,3.3971509159015434,False
53,-0.6393424327146027,5.71487684627973,P,5.71487684627973,5.930251129388482,False
54,-0.940745308585591,0.732902293143101,P,0.732902293143101,0.7927284427712076,False
55,-1.2777556964866839,1.1662162713154862,P,1.1662162713154862,0.671473906528671,False
56,-0.5502845024533675,-0.9857195377911188,P,-0.9857195377911188,-0.2755959166976155,False
57,2.9898826224687918,-3.6204266421736326,P,-3.6204266421736326,-3.1037875291699013,True
58,-1.7316622313864865,-1.2054387260604447,X,-1.7316622313864865,-0.5552466668009517,False
59,1.9365567091829616,-2.1857904821974987,X,1.9365567091829616,2.844264808768667,False
60,-3.3657395432316095,-2.8940091528300314,X,-3.3657395432316095,-2.767569305540191,False
61,-0.6697700599715497,3.4447198839912985,P,3.4447198839912985,2.3062566417135133,False
62,0.3255061302100112,0.545725036051546,P,0.545725036051546,-0.8030140018541063,False
63,1.1724446627185563,0.7593751612279673,X,1.1724446627185563,1.6759114360892178,False
64,1.42245315958571,-0.6180447303924991,X,1.42245315958571,0.3566117151682089,False
65,1.5866944703998505,-0.3457421648868727,P,-0.3457421648868727,0.8465208626119727,False
66,-0.6974501444968751,1.9291013644786668,P,1.9291013644786668,0.23042705810840003,False
67,-0.9247035853291343,-0.06467423739043088,X,-0.9247035853291343,-0.739852134048543,False
68,1.7159517625143077,1.0613878760494655,P,1.0613878760494655,2.034346885079035,False
69,-0.3826086497632298,-0.3920085956900317,P,-0.3920085956900317,-2.521444404538106,False
70,-2.5513726466758437,-0.6843057814640944,P,-0.6843057814640944,1.5164018071056817,False
71,-2.2665744280069613,-2.813828331203724,P,-2.813828331203724,-2.7043685742809647,False
72,-1.8389045720032227,-3.955498124734256,P,-3.955498124734256,-3.0444447970199446,False
73,0.9943214881075281,-0.5231238021328036,P,-0.5231238021328036,0.1638053152047126,False
74,0.2848514721411305,0.11299338398646538,P,0.11299338398646538,0.8351590473300146,False
75,1.3809707081355365,-2.572260073417582,P,-2.572260073417582,-1.7931748476615814,False
76,-0.8545052926730685,-0.06894973006926576,X,-0.8545052926730685,0.3557596734615607,True
77,0.31707938215342846,0.10750512598100405,X,0.31707938215342846,0.6851903699806345,False
78,1.2511807879346735,-4.312016012118758,X,1.2511807879346735,1.1606176771018804,False
79,-0.6186930794404768,-1.8302493189590023,P,-1.8302493189590023,-0.940367713775965,False
80,0.9135504751148229,0.814527787470937,X,0.9135504751148229,-0.012229536100307747,False
81,-1.3238518821333025,0.7741174587914877,P,0.7741174587914877,1.547444499239809,False
82,-0.7261076931301436,-2.307349832799521,X,-0.7261076931301436,-0.6036961492859244,False
83,-0.7634757879966582,0.3168961009994699,X,-0.7634757879966582,-0.8950317860721897,False
84,-2.3916792911780793,2.0448144507209443,X,-2.3916792911780793,-2.3276652780573803,False
85,0.9739449615711636,1.5541459179817965,P,1.5541459179817965,2.785469086133302,True
86,-0.9388046804054477,-0.19057157402786912,X,-0.9388046804054477,-0.7216313391394111,False
87,0.02498823745537486,-0.9359526266485848,P,-0.9359526266485848,0.33270483116550886,False
88,0.9614933178118179,-1.2586889686690088,P,-1.2586889686690088,-1.7202684393392906,False
89,0.8930623520598882,0.9356395658193142,P,0.9356395658193142,1.395534086424835,False
90,1.3307702179455725,0.39020794628577604,X,1.3307702179455725,0.8492785139075978,True
91,-0.19697096901884723,1.2588080122044008,P,1.2588080122044008,2.6328801793773824,False
92,-0.8465966240883075,0.26374762624230397,P,0.26374762624230397,0.6621412457383182,True
93,-0.1594364218127981,1.6375279006948837,X,-0.1594364218127981,-2.299977127047923,False
94,-3.3746688679160597,0.18918506591540032,X,-3.3746688679160597,-1.8078341217805813,False
95,-2.8942249448461745,1.569377432263373,P,1.569377432263373,1.1775866326564992,False
96,-2.6453992247088047,1.7416455407332778,P,1.7416455407332778,1.8248497646893058,False
97,-1.9944936552029635,-1.609053260449627,X,-1.9944936552029635,-2.0979854365118213,False
98,0.7995484534468732,-3.616288093741492,X,0.7995484534468732,0.5945667895692843,False
99,-1.8109581107201216,3.0869857120291067,X,-1.8109581107201216,0.5010060269164518,False
100,-0.7563251080787794,0.5133174614245234,P,0.5133174614245234,0.4638416744010365,True
101,2.598456595572131,-3.428971790992243,X,2.598456595572131,3.3643860595932544,False
102,-0.7125279421228519,-1.4276389944374221,X,-0.7125279421228519,-0.5344490852826456,False
103,1.475031136934173,1.5437485847396568,X,1.475031136934173,1.614885751399907,False
104,-1.867235360019754,-0.559353662265786,X,-1.867235360019754,-1.4337270527861956,True
105,-0.41087511573526003,-1.0241228386382542,X,-0.41087511573526003,0.5375312786116485,False
106,-1.9000441098211625,2.8017637206259334,X,-1.9000441098211625,-2.2343254031928783,False
107,-0.678066151801125,-2.094574292767621,P,-2.094574292767621,-0.43093648152411523,False
108,1.680616274914791,-1.5963067155096677,P,-1.5963067155096677,-0.22217805058098072,True
109,-3.4546408463846974,0.4227729500965351,X,-3.4546408463846974,-2.6830477614305424,False
110,0.8688472870917147,0.7809098641077645,X,0.8688472870917147,0.47421515487101346,False
111,0.4754712046645558,0.992686068681463,X,0.4754712046645558,1.1111523093397841,True
112,-1.1882999113935888,1.8224760891378937,P,1.8224760891378937,1.3797982863638003,False
113,-2.892115708776909,0.3971572413630337,X,-2.892115708776909,-3.3316349679245603,False
114,0.14425901542773903,0.9787678778768183,X,0.14425901542773903,-0.63576837675093,True
115,-1.0589854181276048,-0.5184185186301664,P,-0.5184185186301664,0.4405818296258656,False
116,0.4653524227094079,0.12539660647342848,X,0.4653524227094079,2.455692324852111,False
117,0.04370429104688576,0.21506836010726885,X,0.04370429104688576,0.34742886165175807,False
118,3.203557782641831,0.43019627163807217,X,3.203557782641831,3.074441930618793,False
119,-0.47871125494604855,1.5450796151655215,X,-0.47871125494604855,-1.7592542861925882,True
120,-2.04699498524373,1.110291363889662,P,1.110291363889662,0.3348643578557824,False
121,0.3585512699126323,0.0884340058003662,P,0.0884340058003662,0.4098444814359816,False
122,0.43999336794353033,-1.6182519698820796,X,0.43999336794353033,0.0957344329278797,False
123,2.718375150480873,0.1353425161254191,X,2.718375150480873,3.293894369600853,False
124,1.670222491829157,-0.05603556979148787,X,1.670222491829157,3.7154983949807168,False
125,0.7137421182990187,0.3863631596263967,P,0.3863631596263967,0.136586486501276,False
126,2.9266057824391236,4.413050614280804,X,2.9266057824391236,1.3121772457646717,False
127,-2.377526108645702,-1.0475455570824708,X,-2.377526108645702,-2.8162551479204643,False
128,-1.2795030654994954,0.8445780382507191,P,0.8445780382507191,-0.681362145763169,False
129,-1.8531518828110498,2.1369241344885963,X,-1.8531518828110498,-0.42596245117280485,False
130,-0.7796196063115359,0.19600382819876577,X,-0.7796196063115359,-0.7674241088060105,False
131,-2.7533722951126176,4.67569023834433,X,-2.7533722951126176,-2.1823772039086498,False
132,1.2703018936288086,-0.7560785834629534,P,-0.7560785834629534,-0.7504112986951825,False
133,-0.44444539419754675,0.6481784446400941,P,0.6481784446400941,0.9513611769615062,False
134,-2.9416125890053157,-1.597611489785964,P,-1.597611489785964,-0.9347031991898962,True
135,-2.031158162415083,-0.7030494702865863,X,-2.031158162415083,-1.9040712128127377,False
136,0.6270276949003906,0.4978678207933158,P,0.4978678207933158,0.9765352615744579,False
137,1.6762531357887622,1.6926081246154594,P,1.6926081246154594,0.35840210983346554,True
138,3.993461783383573,0.6381896680471484,X,3.993461783383573,2.9788633238571145,False
139,5.827724932014659,2.518229698669472,X,5.827724932014659,4.709298409848417,False
140,0.8288188665519928,-0.18993062118534348,X,0.8288188665519928,1.4832119095371907,False
141,-1.9790762400637283,-0.6643370596780107,P,-0.6643370596780107,-2.0666592469782628,False
142,-4.264092561462618,5.407970214558773,X,-4.264092561462618,-2.837876469714142,True
143,0.5354229246876716,0.7884752988840615,X,0.5354229246876716,1.2548238922252775,True
144,-1.625882190620652,-1.4389630919570953,P,-1.4389630919570953,-2.3329953620953896,False
145,-0.8307145203593707,-1.3885275244961377,X,-0.8307145203593707,-1.3950204434532703,False
146,-1.2241935981196161,-1.885359829062681,P,-1.885359829062681,-2.964199561555444,True
147,-0.2815817728327705,1.8731387117135758,X,-0.2815817728327705,-0.05154885309962684,False
148,2.131960461575287,-0.7287545857864837,X,2.131960461575287,0.2610809028419201,False
149,0.31409713489068924,0.25472495131297124,P,0.25472495131297124,-1.4810600848888762,False
150,-0.3172696740773766,-0.12701734887653743,P,-0.12701734887653743,0.25773965274471566,False
151,-2.0713075056516232,1.4629848158818692,X,-2.0713075056516232,-2.1930051618086317,False
152,-3.349365889408714,-1.6934881857680402,P,-1.6934881857680402,-0.836166651713771,False
153,-0.9726158181466618,-2.151144572286031,P,-2.151144572286031,-2.135509556759163,False
154,-0.10756510163664099,0.44859461436318854,X,-0.10756510163664099,1.320363820253906,False
155,3.535859827159766,1.201918569399794,P,1.201918569399794,0.17913703634497335,True
156,0.2605490429457717,0.6650646261952815,X,0.2605490429457717,0.29345906930970644,True
157,1.9654790220461151,-1.6189074581946552,P,-1.6189074581946552,-1.2859149360777749,False
158,-0.9985911970783041,1.3549696841827876,X,-0.9985911970783041,-0.7928658276701182,False
159,-2.369887532834049,-1.4877218541912685,X,-2.369887532834049,-1.8972881190488717,False
160,-1.9302335244647437,-1.0430772895727667,P,-1.0430772895727667,-1.2747292536767842,False
161,-1.4504521290715064,-1.8879070494440044,P,-1.8879070494440044,-1.8821605223696856,False
162,4.256939464870329,2.6023166973040617,X,4.256939464870329,3.1007882314200046,False
163,-1.6427733584487723,1.2668430820546983,P,1.2668430820546983,0.23160327726850094,False
164,1.67697840747269,1.2099867513577467,X,1.67697840747269,1.8247664042763536,True
165,-1.8058543561740528,2.4944228422849006,P,2.4944228422849006,5.38626407664465,False
166,1.8631460257484882,5.625298496477447,P,5.625298496477447,4.966670897184482,False
167,0.7699019322117263,-3.418452207820311,P,-3.418452207820311,-4.1701036741178905,False
168,-0.3132757953161808,-1.4767531617542162,P,-1.4767531617542162,-0.3270990330418141,False
169,-0.08152505227086805,-1.2323501683490476,P,-1.2323501683490476,-1.9260648386141854,False
170,-1.3095753908587808,-1.7016392447653856,P,-1.7016392447653856,-0.4403945672210796,False
171,0.8921444029641611,-2.155166495207425,P,-2.155166495207425,-1.9537227865045481,False
172,-0.90996696068156,-0.5993061281107313,X,-0.90996696068156,-0.6181646997035662,False
173,-2.4512115275344963,-2.43320743057881,P,-2.43320743057881,-0.31281112505184616,False
174,-2.5558751486392386,0.6700847350748264,P,0.6700847350748264,1.1206282621845802,True
175,0.34517583544423897,0.10339664285722927,X,0.34517583544423897,0.2804918075170325,False
176,3.15818251282087,0.9620573295273106,P,0.9620573295273106,1.221295470247679,False
177,0.3199832271468765,1.015456903276505,P,1.015456903276505,0.3632674132996015,False
178,-0.23727665221976513,1.206013706853353,X,-0.23727665221976513,-0.2766890853881524,False
179,0.5716522792050858,-0.7468178736477646,X,0.5716522792050858,0.5086590979836171,False
180,2.6120034834136496,4.242286805267335,X,2.6120034834136496,3.493609551508678,False
181,0.4387650027277127,0.4688622329641955,P,0.4688622329641955,2.2241431235194025,False
182,-0.8218544616674743,-3.72496950524959,P,-3.72496950524959,-2.131676375758569,False
183,2.2125774201197776,-2.004751491532435,P,-2.004751491532435,-1.399064849526816,False
184,0.857512876923227,-3.4810059780556313,P,-3.4810059780556313,-2.5487797316811034,False
185,3.071511983991984,0.03466925830261466,X,3.071511983991984,1.836798356870252,False
186,0.36646887444381226,-0.24361044810666727,P,-0.24361044810666727,-1.4785432455265417,True
187,-2.4489380634410005,-0.9368513957989156,X,-2.4489380634410005,-2.028952571947545,False
188,-2.73631839849133,4.021852224801028,X,-2.73631839849133,-3.7228570471744566,False
189,3.301855864462499,1.0979657481538216,X,3.301855864462499,4.318237257971414,False
190,3.447331441566594,1.4521967228926689,P,1.4521967228926689,1.516814406665821,False
191,-0.3590384265652013,-1.8621469758842064,X,-0.3590384265652013,-1.2169944577538319,False
192,-0.7663746422719755,-1.9982897826620245,X,-0.7663746422719755,-1.33375618543064,False
193,2.9228885844844044,0.0736109981939095,X,2.9228885844844044,0.4204517077405885,False
194,-2.214091364086976,0.34601427930445167,X,-2.214091364086976,-2.911670707844,False
195,-1.7894540379116528,-3.712623134228914,P,-3.712623134228914,-4.394188781420636,False
196,1.2866535893780888,-0.36061404569906813,P,-0.36061404569906813,1.5442084354667693,False
197,-0.7892102457191792,0.028144165747009613,P,0.028144165747009613,-0.12270445581281215,False
198,-0.010243733440142592,-0.4302983315422579,P,-0.4302983315422579,-0.42980155662035935,False
199,-0.32688579704902515,-1.6267808246933528,P,-1.6267808246933528,-1.6625320581604812,False
200,0.6751490975978671,-1.07907036384228,P,-1.07907036384228,-1.3704473595071103,False
201,2.8149637226274336,-0.35371838714559206,X,2.8149637226274336,4.380128284386917,False
202,0.1811698138034911,0.18160004722009554,P,0.18160004722009554,1.566683429822569,False
203,1.2878775865537158,1.209583165101136,P,1.209583165101136,1.4305648572225724,False
204,-4.100344202062045,2.1617124099017424,P,2.1617124099017424,1.6326733836538758,True
205,-0.0974368038602359,-0.5886954470544996,X,-0.0974368038602359,-1.8623415952455067,False
206,-1.6864605405857422,-0.9123123922307157,X,-1.6864605405857422,-2.042066097235547,False
207,-2.437626120847256,0.8753113470686125,P,0.8753113470686125,0.5107780811463614,False
208,-1.7563047338575015,1.2216898328217085,P,1.2216898328217085,1.3314133052039145,False
209,-0.6682468814016241,-0.8684008665177712,X,-0.6682468814016241,-0.6005615779498844,False
210,1.8318050847120262,1.5807869539323445,P,1.5807869539323445,1.5329651361004513,False
211,-2.652785435479128,1.9591706823119461,X,-2.652785435479128,-3.24257409252273,False
212,0.06126298518883489,2.583372931317346,P,2.583372931317346,2.7006074157111537,False
213,-0.968338866667157,3.556641813439645,X,-0.968338866667157,-0.1489673046865444,False
214,-0.6553461887239217,-1.7328322773188778,X,-0.6553461887239217,-0.5299678140257083,False
215,2.0055156506092082,0.02779641866502238,P,0.02779641866502238,-0.906282735513014,False
216,1.0762308740078521,0.022555393237320278,P,0.022555393237320278,-0.5685214895499668,False
217,2.6747962148854874,-0.1961471370650152,X,2.6747962148854874,2.265605530192823,False
218,-0.30901135849980094,-1.2985258392202723,X,-0.30901135849980094,0.2748951116182669,False
219,-1.391885223341406,-2.971124006462143,P,-2.971124006462143,-1.3546526129560252,False
220,-0.44771763376099905,0.1853588920580076,X,-0.44771763376099905,0.22332056272533535,False
221,0.4849935825424432,-1.536711319095825,P,-1.536711319095825,-1.9551124038209375,False
222,0.35314671690742205,0.17198696149525,P,0.17198696149525,1.4250704213484089,True
223,-2.168776144466733,-1.5880870833977068,P,-1.5880870833977068,-1.8650300246898568,False
224,0.18097956325574843,-2.199316691688683,X,0.18097956325574843,-1.0547846255207567,False
225,0.4564566602778103,0.4685967207537954,X,0.4564566602778103,-0.24681532631936498,False
226,5.034948075067841,0.3018430536129919,P,0.3018430536129919,1.096874651271768,False
227,3.7536892225633403,1.158563942641866,X,3.7536892225633403,3.2848985329067006,False
228,-1.7064867011176401,4.3717275328352505,P,4.3717275328352505,4.281793647331156,False
229,-0.5747667230983522,0.5545790624216936,X,-0.5747667230983522,-1.4222329488879775,False
230,-2.9268840036740063,0.9701635341282592,P,0.9701635341282592,0.8575772467669575,False
231,-1.181414027926973,-2.1551226577346507,X,-1.181414027926973,-2.6444401603492365,False
232,0.631210007180681,-2.573814881072749,P,-2.573814881072749,-2.910170932878983,False
233,2.411707241776467,3.1656588935466674,P,3.1656588935466674,3.8739956368432855,False
234,-1.458167675487217,-1.8469595598666073,X,-1.458167675487217,-2.2008461065654146,False
235,-1.308292880135593,-2.087888142937284,X,-1.308292880135593,-1.458408750757186,True
236,-4.29457805947731,-0.07819784243310596,X,-4.29457805947731,-4.831307413242113,True
237,-0.32533184108981533,-0.1803848267547767,X,-0.32533184108981533,0.1268392822216961,False
238,-2.124828823719126,-1.8050130128865833,X,-2.124828823719126,-0.9545888359242363,False
239,-1.0588788547321475,-0.6099464374262,X,-1.0588788547321475,-1.416690587220017,False
240,-1.7537215563351765,2.4587514353002087,P,2.4587514353002087,1.5565554936312866,False
241,-0.18852510850511398,-1.6119872176635952,P,-1.6119872176635952,-2.275685275806972,True
242,-3.5154567827132626,-2.7873449687323433,X,-3.5154567827132626,-3.5658791293738985,False
243,-2.934090490781981,1.8851872417995845,X,-2.934090490781981,-3.167602964850058,False
244,4.258494224056596,0.9845938238760734,X,4.258494224056596,4.659353905150542,False
245,-2.574845162548062,-1.2410372412973232,P,-1.2410372412973232,-1.08775260869513,False
246,-2.1935711569092793,-3.164334032253836,X,-2.1935711569092793,-1.152108279895503,False
247,3.673827056642628,-1.4892467128771263,X,3.673827056642628,3.910437551552647,False
248,5.810134338480814,-0.10940887369854262,X,5.810134338480814,2.658172283965369,False
249,-2.3431332576506834,2.331344179767638,P,2.331344179767638,2.4707213052592047,False
250,-0.7364979135760611,-2.073163949739314,X,-0.7364979135760611,-0.19203948045027958,False
251,0.6831111018810191,-0.16903976302294688,P,-0.16903976302294688,-0.9428397794188066,False
252,3.4573952888111847,1.350289319789796,X,3.4573952888111847,3.184163964521557,False
253,-1.9737141568564749,-4.762534680243841,X,-1.9737141568564749,-1.5411261984311888,False
254,-0.4905556918842195,2.0675723358777995,X,-0.4905556918842195,-0.6776066372354594,False
255,1.554675152123488,-2.3649011444128747,X,1.554675152123488,1.6296302145246682,False
256,0.8695321489332373,0.6639909869138692,P,0.6639909869138692,1.4762349970137687,False
257,-0.7523121424601985,0.4933662992214881,X,-0.7523121424601985,0.28277492686314143,False
258,-0.2676459290320823,2.16917278292769,X,-0.2676459290320823,-1.8414173594195336,False
259,-2.7497916167399636,1.1018487617870807,X,-2.7497916167399636,-2.7719029960106276,False
260,-0.47634748794933046,-4.754580983459962,P,-4.754580983459962,-4.527773012784041,False
261,-0.5327749800179102,-1.5695584943119827,X,-0.5327749800179102,-1.071078489650447,False
262,0.4643397792525119,0.27641025870656016,P,0.27641025870656016,1.4222516838008945,False
263,-1.110654437638032,-0.3899597722395739,P,-0.3899597722395739,1.3933703234349442,False
264,0.943077045090278,0.9552214595135409,P,0.9552214595135409,0.8125118655918625,False
265,2.025431635639657,1.5787331113394107,P,1.5787331113394107,3.15594422584209,False
266,0.3108586553369321,1.2169034728593582,P,1.2169034728593582,0.6842811072286736,False
267,0.7035128167984069,-0.42854988510893044,X,0.7035128167984069,1.4370195259882332,False
268,0.10631069515573473,-3.692674022240961,P,-3.692674022240961,-3.942577203621769,False
269,0.00016878618282836086,-0.9109624977096346,P,-0.9109624977096346,-0.3038640549909867,False
270,-1.4431160670856948,0.8327362962779103,X,-1.4431160670856948,-0.32094303786801415,True
271,0.632988523346616,-2.180894505100955,X,0.632988523346616,1.5913399789772926,False
272,-0.19457319682697893,1.2625494602431526,P,1.2625494602431526,1.4961013342004776,False
273,4.18633661786119,1.816786594534609,P,1.816786594534609,0.11989054969602941,False
274,3.146709804950485,0.25373395259168513,P,0.25373395259168513,0.6420600166591118,False
275,0.7716931051130016,-6.127559732624792,X,0.7716931051130016,0.9550593738264531,False
276,-1.526114419389535,-2.5561767254236067,X,-1.526114419389535,-2.127948214831097,True
277,-2.224822943966836,3.7723783171121634,P,3.7723783171121634,2.048507308532644,False
278,2.38228590617773,-1.093075586056756,X,2.38228590617773,3.3822105314198483,False
279,0.525498450294277,-3.968286446257992,P,-3.968286446257992,-4.188997943264923,False
280,0.9602868067832216,2.4704947766205447,P,2.4704947766205447,1.888063530910338,False
281,-3.4891719739483853,0.02671118308734571,X,-3.4891719739483853,-2.008477687324286,False
282,1.8548769631163615,2.209880977915451,P,2.209880977915451,1.4680959371758187,False
283,0.9088406764287259,0.5539173504387306,X,0.9088406764287259,1.2319230947821411,False
284,-2.220861368828956,0.9171182724243376,X,-2.220861368828956,-3.0625745827392405,False
285,-0.9430496148998979,0.7260184954290332,X,-0.9430496148998979,-2.284515314911247,False
286,0.5274344087130391,1.394976623842,P,1.394976623842,0.057713390418991706,True
287,0.10493359671248725,4.554860897112197,P,4.554860897112197,3.7468210736222125,True
288,-0.58434237160711,1.9420126719183761,X,-0.58434237160711,0.45457418380796694,True
289,-0.2069765361319217,-3.16067863569107,P,-3.16067863569107,-1.3889244782626011,False
290,-0.5039547564137707,0.8933230305578068,P,0.8933230305578068,0.2895838538108225,False
291,0.30512502420493715,2.2829615362064355,P,2.2829615362064355,2.4093596427593944,False
292,2.942983945986314,2.405401613072292,P,2.405401613072292,2.370876912672122,False
293,-5.133316881862595,-0.8532099661181991,P,-0.8532099661181991,-1.2411528839914467,False
294,-0.4737005290193685,2.3298888903762554,P,2.3298888903762554,2.5095773439362903,False
295,0.35302484274489393,1.8554847991024104,P,1.8554847991024104,3.4044262287419405,False
296,0.591987979374199,5.14503487393946,X,0.591987979374199,-0.29444689102098853,False
297,-0.7438291626425797,-1.500003472497023,X,-0.7438291626425797,0.2943506764907805,False
298,-3.513443564957165,-1.0148011528008505,X,-3.513443564957165,-1.6969104542678255,False
299,0.6559909674282193,-0.6122380969199078,P,-0.6122380969199078,-1.99065767064829,False
300,3.45470042832837,-0.9804443000775506,P,-0.9804443000775506,-0.3188695087450693,False
301,-3.0677228098322753,-1.780041499527206,P,-1.780041499527206,-2.476983867604459,False
302,1.7276560273963766,-5.525351011347486,X,1.7276560273963766,-0.49858217549548467,False
303,-0.6570504462457878,-0.8693989474462682,X,-0.6570504462457878,-0.4033764654966452,False
304,-0.1226486916576946,0.7387161193998089,X,-0.1226486916576946,-0.581384682705971,False
305,-2.105797021407898,-0.9864436910118214,P,-0.9864436910118214,-1.553749089606147,False
306,-0.6689123447117533,3.8707623670582194,X,-0.6689123447117533,1.4848299940355343,False
307,2.600089189397917,0.026751625431725157,X,2.600089189397917,0.5327207835533299,False
308,1.165310483975414,2.582058110368271,P,2.582058110368271,1.6232536064614305,False
309,3.464623210819888,0.5228408254599367,X,3.464623210819888,1.773894454572508,True
310,2.3548237779553873,1.652814619786516,P,1.652814619786516,1.3763654610965583,False
311,0.8781733578591524,0.5584831078671245,P,0.5584831078671245,-1.1498973273983957,True
312,3.487869052335584,2.7375692638071256,X,3.487869052335584,3.200722216164202,True
313,0.8779863174765975,0.11187870026480144,X,0.8779863174765975,-0.2603685399860941,False
314,1.6559763535941179,0.9922414161775714,X,1.6559763535941179,0.550596653328416,False
315,-0.5931419070694167,0.7326658673000874,X,-0.5931419070694167,0.47194273603733716,False
316,0.13309163171840965,-0.5765709162546376,X,0.13309163171840965,1.9218296110071207,False
317,-1.3948476466005537,0.8099646378493536,X,-1.3948476466005537,-0.6323930690899544,False
318,1.979167869189706,4.468772492395364,X,1.979167869189706,0.6760735546461389,False
319,-2.356607246229731,-0.540793884190884,P,-0.540793884190884,-0.6339863994101955,False
320,1.5647006848353227,0.8389297857064966,X,1.5647006848353227,3.748920674415241,False
321,-0.3813021150103189,2.5155579017388856,P,2.5155579017388856,1.1495896468760767,False
322,2.3424941869346387,2.2805065618885605,P,2.2805065618885605,2.115573070983455,False
323,1.5017379774625197,0.023432835438730502,X,1.5017379774625197,0.4521280082368019,False
